,Headline,ID,URL,Roomtitle
245,Düren ,8,/blaulicht/nr,Polizei Düren
246,Düsseldorf ,115876,/blaulicht/nr,Feuerwehr Düsseldorf
247,Düsseldorf ,121244,/blaulicht/nr,Hauptzollamt Düsseldorf
248,Düsseldorf ,58451,/blaulicht/nr,Landeskriminalamt Nordrhein-Westfalen
249,Düsseldorf ,56636,/blaulicht/nr,Ministerium des Innern des Landes Nordrhein-Westfalen
250,Düsseldorf ,13248,/blaulicht/nr,Polizei Düsseldorf
251,Ennepe-Ruhr-Kreis ,69247,/blaulicht/nr,Kreisfeuerwehrverband Ennepe-Ruhr e.V.
252,Ennepe-Ruhr-Kreis ,12726,/blaulicht/nr,Kreispolizeibehörde Ennepe-Ruhr-Kreis
253,Ennepetal ,69780,/blaulicht/nr,Feuerwehr Ennepetal
254,Erkrath ,116243,/blaulicht/nr,Feuerwehr Erkrath
255,Essen ,56893,/blaulicht/nr,Feuerwehr Essen
256,Essen ,11562,/blaulicht/nr,Polizei Essen
257,Essen ,116257,/blaulicht/nr,Zollfahndungsamt Essen
258,Euskirchen ,115957,/blaulicht/nr,Kreisfeuerwehrverband Euskirchen e.V.
259,Euskirchen ,65841,/blaulicht/nr,Kreispolizeibehörde Euskirchen
260,Gangelt ,130424,/blaulicht/nr,Freiwillige Feuerwehr Gangelt
261,Gelsenkirchen ,116260,/blaulicht/nr,Feuerwehr Gelsenkirchen
262,Gelsenkirchen ,51056,/blaulicht/nr,Polizei Gelsenkirchen
263,Gevelsberg ,69782,/blaulicht/nr,Feuerwehr Gevelsberg
264,Gladbeck ,117806,/blaulicht/nr,Feuerwehr Gladbeck
265,Goch ,126714,/blaulicht/nr,Freiwillige Feuerwehr der Stadt Goch
266,Grevenbroich ,134498,/blaulicht/nr,Feuerwehr Grevenbroich
267,Gütersloh ,23127,/blaulicht/nr,Polizei Gütersloh
268,Haan ,116238,/blaulicht/nr,Feuerwehr Haan
269,Hagen ,30835,/blaulicht/nr,Polizei Hagen
270,Hagen ,115870,/blaulicht/nr,Stadtfeuerwehrverband Hagen
271,Hamm ,65844,/blaulicht/nr,Polizeipräsidium Hamm
272,Hamminkeln ,165122,/blaulicht/nr,Feuerwehr Hamminkeln
273,Hattingen ,69779,/blaulicht/nr,Feuerwehr Hattingen
274,Heiligenhaus ,116231,/blaulicht/nr,Feuerwehr Heiligenhaus
275,Heinsberg ,65845,/blaulicht/nr,Kreispolizeibehörde Heinsberg
276,Herdecke ,69790,/blaulicht/nr,Feuerwehr Herdecke
277,Herford ,115946,/blaulicht/nr,Feuerwehr Herford
278,Herford ,65846,/blaulicht/nr,Kreispolizeibehörde Herford
279,Hochsauerlandkreis ,65847,/blaulicht/nr,Kreispolizeibehörde Hochsauerlandkreis
280,Horn-Bad Meinberg ,153423,/blaulicht/nr,Freiwillige Feuerwehr Horn-Bad Meinberg
281,Höxter ,65848,/blaulicht/nr,Kreispolizeibehörde Höxter
282,Hückelhoven ,132422,/blaulicht/nr,Feuerwehr Hückelhoven
283,Hüllhorst ,135251,/blaulicht/nr,Feuerwehr Hüllhorst
284,Hünxe ,133631,/blaulicht/nr,Feuerwehr Hünxe
285,Hürth ,141881,/blaulicht/nr,Feuerwehr Stadt Hürth
286,Iserlohn ,116234,/blaulicht/nr,Feuerwehr Iserlohn
287,Kaarst ,116230,/blaulicht/nr,Feuerwehr Kaarst
288,Kalkar ,126309,/blaulicht/nr,Freiwillige Feuerwehr Kalkar
289,Kamen ,139081,/blaulicht/nr,Freiwillige Feuerwehr Kamen
290,Kerpen ,116241,/blaulicht/nr,Feuerwehr Kerpen
291,Kevelaer ,130384,/blaulicht/nr,Freiwillige Feuerwehr Kevelaer
292,Kirchhundem ,116945,/blaulicht/nr,Feuerwehr Kirchhundem
293,Kleve ,126799,/blaulicht/nr,Feuerwehr Kleve
294,Kleve ,65849,/blaulicht/nr,Kreispolizeibehörde Kleve
295,Koblenz ,121250,/blaulicht/nr,Hauptzollamt Koblenz
296,Kranenburg ,145404,/blaulicht/nr,Freiwillige Feuerwehr Kranenburg
297,Krefeld ,115878,/blaulicht/nr,Feuerwehr Krefeld
298,Krefeld ,121252,/blaulicht/nr,Hauptzollamt Krefeld
299,Krefeld ,50667,/blaulicht/nr,Polizeipräsidium Krefeld
300,Kreuzau ,140204,/blaulicht/nr,Freiwillige Feuerwehr Kreuzau
301,Köln ,115889,/blaulicht/nr,Feuerwehr Köln
302,Köln ,121251,/blaulicht/nr,Hauptzollamt Köln
303,Köln ,12415,/blaulicht/nr,Polizei Köln
304,Königswinter ,128175,/blaulicht/nr,Freiwillige Feuerwehr Königswinter
305,Lage ,117388,/blaulicht/nr,Freiwillige Feuerwehr Lage
306,Lennestadt ,118009,/blaulicht/nr,Feuerwehr Lennestadt
307,Leopoldshöhe ,119364,/blaulicht/nr,Freiwillige Feuerwehr Leopoldshöhe
308,Lippe ,12727,/blaulicht/nr,Polizei Lippe
309,Lohmar ,118806,/blaulicht/nr,Freiwillige Feuerwehr der Stadt Lohmar
310,Lüdenscheid ,116354,/blaulicht/nr,Feuerwehr Lüdenscheid
311,Lügde ,121193,/blaulicht/nr,Freiwillige Feuerwehr Lügde
312,Menden ,119161,/blaulicht/nr,Freiwillige Feuerwehr Menden
313,Mettmann ,119015,/blaulicht/nr,Feuerwehr Mettmann
314,Mettmann ,43777,/blaulicht/nr,Polizei Mettmann
315,Minden-Lübbecke ,43553,/blaulicht/nr,Polizei Minden-Lübbecke
316,Moers ,156944,/blaulicht/nr,Feuerwehr Moers
317,Märkischer Kreis ,65850,/blaulicht/nr,Kreispolizeibehörde Märkischer Kreis
318,Möhnesee ,131681,/blaulicht/nr,Feuerwehr Möhnesee
319,Mönchengladbach ,115879,/blaulicht/nr,Feuerwehr Mönchengladbach
320,Mönchengladbach ,30127,/blaulicht/nr,Polizei Mönchengladbach
321,Mülheim an der Ruhr ,115880,/blaulicht/nr,Feuerwehr Mülheim an der Ruhr
322,Münster ,11025,/blaulicht/nr,Deutsche Hochschule der Polizei (DHPol)
323,Münster ,121253,/blaulicht/nr,Hauptzollamt Münster
324,Münster ,11187,/blaulicht/nr,Polizei Münster
325,Neuss ,122045,/blaulicht/nr,Feuerwehr Neuss
326,Nideggen ,134198,/blaulicht/nr,Freiwillige Feuerwehr Stadt Nideggen
327,Niederzier ,125407,/blaulicht/nr,Feuerwehr Niederzier
328,Nordkirchen ,126478,/blaulicht/nr,Freiwillige Feuerwehr Nordkirchen
329,Oberbergischer Kreis ,65843,/blaulicht/nr,Kreispolizeibehörde Oberbergischer Kreis
330,Oberhausen ,115881,/blaulicht/nr,Feuerwehr Oberhausen
331,Oberhausen ,62138,/blaulicht/nr,Polizeipräsidium Oberhausen
332,Oelde ,132641,/blaulicht/nr,Feuerwehr Oelde
333,Oer-Erkenschwick ,116581,/blaulicht/nr,Freiwillige Feuerwehr Oer-Erkenschwick
334,Olfen ,140205,/blaulicht/nr,Freiwillige Feuerwehr Olfen
335,Olpe ,116237,/blaulicht/nr,Feuerwehr Olpe
336,Olpe ,65852,/blaulicht/nr,Kreispolizeibehörde Olpe
337,Overath ,127076,/blaulicht/nr,Freiwillige Feuerwehr der Stadt Overath
338,Paderborn ,55625,/blaulicht/nr,Polizei Paderborn
339,Paderborn ,115950,/blaulicht/nr,Verband der Feuerwehren im Kreis Paderborn
340,Plettenberg ,116600,/blaulicht/nr,Feuerwehr Plettenberg
341,Pulheim ,156611,/blaulicht/nr,Feuerwehr Pulheim
342,Ratingen ,70701,/blaulicht/nr,Feuerwehr Ratingen
343,Recklinghausen ,119285,/blaulicht/nr,Feuerwehr Recklinghausen
344,Recklinghausen ,42900,/blaulicht/nr,Polizeipräsidium Recklinghausen
345,Rhein-Erft-Kreis ,10374,/blaulicht/nr,Polizei Rhein-Erft-Kreis
346,Rhein-Kreis Neuss ,65851,/blaulicht/nr,Kreispolizeibehörde Rhein-Kreis Neuss
347,Rhein-Sieg-Kreis ,65853,/blaulicht/nr,Kreispolizeibehörde Rhein-Sieg-Kreis
348,Rheinisch-Bergischer K...,62459,/blaulicht/nr,Polizei Rheinisch-Bergischer Kreis
349,Rheurdt ,130323,/blaulicht/nr,Feuerwehr Gemeinde Rheurdt
350,Rösrath ,130257,/blaulicht/nr,Feuerwehr Rösrath
351,Sankt Augustin ,70116,/blaulicht/nr,Bundespolizeidirektion Sankt Augustin
352,Sankt Augustin ,127035,/blaulicht/nr,Freiwillige Feuerwehr Sankt Augustin
353,Schalksmühle ,120413,/blaulicht/nr,Freiwillige Feuerwehr Schalksmühle
354,Schermbeck ,118232,/blaulicht/nr,Feuerwehr Schermbeck
355,Schwelm ,69781,/blaulicht/nr,Feuerwehr Schwelm
356,Selfkant ,140388,/blaulicht/nr,Freiwillige Feuerwehr Selfkant
357,Selm ,29987,/blaulicht/nr,"Landesamt für Ausbildung, Fortbildung und Personalangelegenheiten der Polizei NRW"
358,Siegen-Wittgenstein ,65854,/blaulicht/nr,Kreispolizeibehörde Siegen-Wittgenstein
359,Soest ,115941,/blaulicht/nr,Feuerwehr Soest
360,Soest ,129590,/blaulicht/nr,Feuerwehren des Kreises Soest
361,Soest ,65855,/blaulicht/nr,Kreispolizeibehörde Soest
362,Sonsbeck ,140447,/blaulicht/nr,Freiwillige Feuerwehr der Gemeinde Sonsbeck
363,Sprockhövel ,69788,/blaulicht/nr,Feuerwehr Sprockhövel
364,Steinfurt ,43526,/blaulicht/nr,Polizei Steinfurt
365,Stolberg ,116325,/blaulicht/nr,Feuerwehr Stolberg
366,Tönisvorst ,128354,/blaulicht/nr,Freiwillige Feuerwehr Tönisvorst
367,Unna ,65856,/blaulicht/nr,Kreispolizeibehörde Unna
368,Velbert ,118285,/blaulicht/nr,Feuerwehr Velbert
369,Velbert ,115952,/blaulicht/nr,Kreisfeuerwehrverband Mettmann e.V.
370,Viersen ,65857,/blaulicht/nr,Kreispolizeibehörde Viersen
371,Voerde ,125427,/blaulicht/nr,Feuerwehr Voerde
372,Wachtberg ,163172,/blaulicht/nr,Freiwillige Feuerwehr Wachtberg
373,Warendorf ,52656,/blaulicht/nr,Polizei Warendorf
374,Weeze ,126307,/blaulicht/nr,Freiwillige Feuerwehr Weeze
375,Wenden ,128090,/blaulicht/nr,Feuerwehr Wenden
376,Werne ,116730,/blaulicht/nr,Freiwillige Feuerwehr Werne
377,Wesel ,65858,/blaulicht/nr,Kreispolizeibehörde Wesel
378,Wetter/Ruhr ,69783,/blaulicht/nr,Feuerwehr Wetter (Ruhr)
379,Wipperfürth ,139090,/blaulicht/nr,Freiwillige Feuerwehr Hansestadt Wipperfürth
380,Witten ,120429,/blaulicht/nr,Feuerwehr Witten
381,Wuppertal ,11811,/blaulicht/nr,Polizei Wuppertal
382,Wuppertal ,78309,/blaulicht/nr,Verband der Feuerwehren in NRW e. V.
383,Xanten ,122220,/blaulicht/nr,Feuerwehr Xanten
384,Alzey ,131673,/blaulicht/nr,Polizeiinspektion Alzey
385,Asbach ,133489,/blaulicht/nr,Feuerwehr VG Asbach
386,Bad Kreuznach ,117703,/blaulicht/nr,Polizeidirektion Bad Kreuznach
387,Bingen ,131675,/blaulicht/nr,Polizeiinspektion Bingen
388,Büchenbeuren ,117718,/blaulicht/nr,Hochschule der Polizei
389,Frankenthal ,136510,/blaulicht/nr,Freiwillige Feuerwehr Frankenthal
390,Ingelheim ,131671,/blaulicht/nr,Polizeiinspektion Ingelheim
391,Kaiserslautern ,70139,/blaulicht/nr,Bundespolizeiinspektion Kaiserslautern
392,Kaiserslautern ,117679,/blaulicht/nr,Polizeidirektion Kaiserslautern
393,Kaiserslautern ,117683,/blaulicht/nr,Polizeipräsidium Westpfalz
394,Kirchheimbolanden ,131674,/blaulicht/nr,Polizeiinspektion Kirchheimbolanden
395,Kirn ,131677,/blaulicht/nr,Polizeiinspektion Kirn
396,Koblenz ,70137,/blaulicht/nr,Bundespolizeidirektion Koblenz
397,Koblenz ,117712,/blaulicht/nr,Polizeidirektion Koblenz
398,Koblenz ,117715,/blaulicht/nr,Polizeipräsidium Koblenz
399,Koblenz ,117713,/blaulicht/nr,Verkehrsdirektion Koblenz
400,Landau ,117686,/blaulicht/nr,Polizeidirektion Landau
401,Ludwigshafen ,135123,/blaulicht/nr,Feuerwehr Ludwigshafen
402,Ludwigshafen ,117688,/blaulicht/nr,Polizeidirektion Ludwigshafen
403,Ludwigshafen ,117696,/blaulicht/nr,Polizeipräsidium Rheinpfalz
404,Mainz ,29763,/blaulicht/nr,Landeskriminalamt Rheinland-Pfalz
405,Mainz ,117705,/blaulicht/nr,Polizeidirektion Mainz
406,Mainz ,117708,/blaulicht/nr,Polizeipräsidium Mainz
407,Mayen ,117711,/blaulicht/nr,Polizeidirektion Mayen
408,Montabaur ,117710,/blaulicht/nr,Polizeidirektion Montabaur
409,Neustadt/Weinstraße ,117687,/blaulicht/nr,Polizeidirektion Neustadt/Weinstraße
410,Neuwied/Rhein ,117709,/blaulicht/nr,Polizeidirektion Neuwied/Rhein
411,Oppenheim ,131672,/blaulicht/nr,Polizeiinspektion Oppenheim
412,Pirmasens ,117677,/blaulicht/nr,Polizeidirektion Pirmasens
413,Polizeipräsidium Einsa...,117719,/blaulicht/nr,"Polizeipräsidium Einsatz, Logistik und Technik"
414,Rhein-Pfalz Kreis ,133298,/blaulicht/nr,Feuerwehr Rhein-Pfalz-Kreis
415,Trier ,70138,/blaulicht/nr,Bundespolizeiinspektion Trier
416,Trier ,117698,/blaulicht/nr,Polizeidirektion Trier
417,Trier ,117701,/blaulicht/nr,Polizeipräsidium Trier
418,Wittlich ,117697,/blaulicht/nr,Polizeidirektion Wittlich
419,Worms ,117702,/blaulicht/nr,Polizeidirektion Worms
420,Wörrstadt ,117706,/blaulicht/nr,Verkehrsdirektion Mainz
421,Homburg ,138521,/blaulicht/nr,Polizeiinspektion Homburg
422,Lebach ,138502,/blaulicht/nr,Polizeiinspektion Lebach
423,Merzig ,138504,/blaulicht/nr,Polizeiinspektion Merzig
424,Neunkirchen ,138511,/blaulicht/nr,Polizeiinspektion Neunkirchen
425,Nordsaarland ,138505,/blaulicht/nr,Polizeiinspektion Nordsaarland
426,Saarbrücken ,70140,/blaulicht/nr,Bundespolizeiinspektion Saarbrücken
427,Saarbrücken ,121260,/blaulicht/nr,Hauptzollamt Saarbrücken
428,Saarbrücken-Burbach ,138341,/blaulicht/nr,Polizeiinspektion Saarbrücken-Burbach
429,Saarbrücken-Stadt ,138303,/blaulicht/nr,Polizeiinspektion Saarbrücken-Stadt
430,Saarland ,120462,/blaulicht/nr,Landespolizeipräsidium Saarland
431,Saarlouis ,138489,/blaulicht/nr,Polizeiinspektion Saarlouis
432,St. Ingbert ,138534,/blaulicht/nr,Polizeiinspektion Sankt Ingbert
433,St. Wendel ,138507,/blaulicht/nr,Polizeiinspektion Sankt Wendel
434,Sulzbach ,138473,/blaulicht/nr,Polizeiinspektion Sulzbach
435,Völklingen ,138422,/blaulicht/nr,Polizeiinspektion Völklingen
436,Berggießhübel ,74163,/blaulicht/nr,Bundespolizeiinspektion Berggießhübel
437,Chemnitz ,74164,/blaulicht/nr,Bundespolizeiinspektion Chemnitz
438,Dresden ,74162,/blaulicht/nr,Bundespolizeiinspektion Dresden
439,Dresden ,154636,/blaulicht/nr,Feuerwehr Dresden
440,Dresden ,121226,/blaulicht/nr,Hauptzollamt Dresden
441,Dresden ,116256,/blaulicht/nr,Zollfahndungsamt Dresden
442,Ebersbach ,74161,/blaulicht/nr,Bundespolizeiinspektion Ebersbach
443,Klingenthal ,74166,/blaulicht/nr,Bundespolizeiinspektion Klingenthal
444,,153421,/blaulicht/nr,Landesfeuerwehrverband Sachsen e.V.
445,Leipzig ,74165,/blaulicht/nr,Bundespolizeiinspektion Leipzig
446,Ludwigsdorf ,74160,/blaulicht/nr,Bundespolizeiinspektion Ludwigsdorf
447,Pirna ,74159,/blaulicht/nr,Bundespolizeidirektion Pirna
448,Halle ,144602,/blaulicht/nr,Bundespolizeiinspektion Kriminalitätsbekämpfung Halle
449,Magdeburg ,74168,/blaulicht/nr,Bundespolizeiinspektion Magdeburg
450,Magdeburg ,121234,/blaulicht/nr,Hauptzollamt Magdeburg
451,,43800,/blaulicht/nr,Wasserschutzpolizei Schleswig-Holstein
452,,68035,/blaulicht/nr,Kreisfeuerwehrverband Schleswig-Flensburg
453,Bad Bramstedt ,70256,/blaulicht/nr,Bundespolizeidirektion Bad Bramstedt
454,Bad Oldesloe ,68032,/blaulicht/nr,Kreisfeuerwehrverband Stormarn
455,Bad Segeberg ,157624,/blaulicht/nr,Freiwillige Feuerwehr Bad Segeberg
456,Bad Segeberg ,68034,/blaulicht/nr,Kreisfeuerwehrverband Segeberg
457,Bad Segeberg ,19027,/blaulicht/nr,Polizeidirektion Bad Segeberg
458,Eutin ,56143,/blaulicht/nr,Kreisfeuerwehrverband Ostholstein
459,Eutin ,43685,/blaulicht/nr,Polizeidirektion für Aus- und Fortbildung und für die Bereitschaftspolizei Schleswig-Holstein
460,,150783,/blaulicht/nr,Feuerwehren der Stadt Eutin
461,Flensburg ,50066,/blaulicht/nr,Bundespolizeiinspektion Flensburg
462,Flensburg ,6313,/blaulicht/nr,Polizeidirektion Flensburg
463,Harrislee ,75839,/blaulicht/nr,Leitstellen-Zweckverband Nord
464,Harrislee ,77491,/blaulicht/nr,Regionalleitstelle Nord
465,Heide ,68036,/blaulicht/nr,Kreisfeuerwehrverband Dithmarschen
466,Heide ,110840,/blaulicht/nr,Rettungsdienst-Kooperation in Schleswig-Holstein gGmbH
467,Husum ,56027,/blaulicht/nr,Kreisfeuerwehrverband Nordfriesland (K.d.ö.R.)
468,Itzehoe ,29305,/blaulicht/nr,Bezirkskriminalinspektion Itzehoe
469,Itzehoe ,121232,/blaulicht/nr,Hauptzollamt Itzehoe
470,Itzehoe ,13907,/blaulicht/nr,Kreisfeuerwehrverband Steinburg
471,Itzehoe ,52209,/blaulicht/nr,Polizeidirektion Itzehoe
472,Kiel ,70257,/blaulicht/nr,Bundespolizeiinspektion Kiel
473,Kiel ,82765,/blaulicht/nr,Feuerwehr Kiel
474,Kiel ,121233,/blaulicht/nr,Hauptzollamt Kiel
475,Kiel ,12,/blaulicht/nr,Landesfeuerwehrverband Schleswig-Holstein
476,Kiel ,2256,/blaulicht/nr,Landeskriminalamt Schleswig-Holstein
477,Kiel ,58623,/blaulicht/nr,Landespolizeiamt
478,Kiel ,14626,/blaulicht/nr,Polizeidirektion Kiel
479,Kiel ,118210,/blaulicht/nr,"THW Landesverband Hamburg, Mecklenburg-Vorpommern, Schleswig-Holstein"
480,Lübeck ,52865,/blaulicht/nr,Feuerwehr Lübeck
481,Lübeck ,43738,/blaulicht/nr,Polizeidirektion Lübeck
482,Neumünster ,47769,/blaulicht/nr,Polizeidirektion Neumünster
483,Neustadt / Holstein ,70262,/blaulicht/nr,Bundespolizeiinspektion See Neustadt / Holstein
484,Norderstedt ,127885,/blaulicht/nr,Feuerwehr Norderstedt
485,Pinneberg ,22179,/blaulicht/nr,Kreisfeuerwehrverband Pinneberg
486,Plön ,117025,/blaulicht/nr,Kreisfeuerwehrverband Plön
487,Ratzeburg ,68033,/blaulicht/nr,Kreisfeuerwehrverband Hzgt. Lauenburg
488,Ratzeburg ,43735,/blaulicht/nr,Polizeidirektion Ratzeburg
489,Rendsburg ,40401,/blaulicht/nr,Kreisfeuerwehrverband Rendsburg-Eckernförde
490,Erfurt ,74167,/blaulicht/nr,Bundespolizeiinspektion Erfurt
491,Erfurt ,121245,/blaulicht/nr,Hauptzollamt Erfurt
492,Erfurt ,125951,/blaulicht/nr,Landespolizeidirektion Thüringen
493,Erfurt ,126719,/blaulicht/nr,Landespolizeiinspektion Erfurt
494,Gera ,126720,/blaulicht/nr,Landespolizeiinspektion Gera
495,Gotha ,126721,/blaulicht/nr,Landespolizeiinspektion Gotha
496,Jena ,126722,/blaulicht/nr,Landespolizeiinspektion Jena
497,Nordhausen ,126723,/blaulicht/nr,Landespolizeiinspektion Nordhausen
498,Saalfeld ,126724,/blaulicht/nr,Landespolizeiinspektion Saalfeld
499,Schleifreisen ,126726,/blaulicht/nr,Autobahnpolizeiinspektion
500,Suhl ,126725,/blaulicht/nr,Landespolizeiinspektion Suhl
